id,name,role,parent_id
1,Alice_1,CEO,
2,Bob_2,Vice President,1
3,Carol_3,Vice President,1
4,Dave_4,Vice President,1
5,Eve_5,Director,2
6,Frank_6,Director,2
7,Grace_7,Director,2
8,Hank_8,Director,3
9,Iris_9,Director,3
10,Jack_10,Director,3
11,Karen_11,Director,4
12,Leo_12,Director,4
13,Maya_13,Director,4
14,Nate_14,Senior Manager,5
15,Olivia_15,Senior Manager,5
16,Paul_16,Senior Manager,5
17,Quinn_17,Senior Manager,6
18,Rose_18,Senior Manager,6
19,Sam_19,Senior Manager,6
20,Tina_20,Senior Manager,7
21,Uma_21,Senior Manager,7
22,Victor_22,Senior Manager,7
23,Wendy_23,Senior Manager,8
24,Xander_24,Senior Manager,8
25,Yara_25,Senior Manager,8
26,Zack_26,Senior Manager,9
27,Ava_27,Senior Manager,9
28,Ben_28,Senior Manager,9
29,Chloe_29,Senior Manager,10
30,Dylan_30,Senior Manager,10
31,Ella_31,Senior Manager,10
32,Finn_32,Senior Manager,11
33,Alice_33,Senior Manager,11
34,Bob_34,Senior Manager,11
35,Carol_35,Senior Manager,12
36,Dave_36,Senior Manager,12
37,Eve_37,Senior Manager,12
38,Frank_38,Senior Manager,13
39,Grace_39,Senior Manager,13
40,Hank_40,Senior Manager,13
41,Iris_41,Manager,14
42,Jack_42,Manager,14
43,Karen_43,Manager,14
44,Leo_44,Manager,15
45,Maya_45,Manager,15
46,Nate_46,Manager,15
47,Olivia_47,Manager,16
48,Paul_48,Manager,16
49,Quinn_49,Manager,16
50,Rose_50,Manager,17
51,Sam_51,Manager,17
52,Tina_52,Manager,17
53,Uma_53,Manager,18
54,Victor_54,Manager,18
55,Wendy_55,Manager,18
56,Xander_56,Manager,19
57,Yara_57,Manager,19
58,Zack_58,Manager,19
59,Ava_59,Manager,20
60,Ben_60,Manager,20
61,Chloe_61,Manager,20
62,Dylan_62,Manager,21
63,Ella_63,Manager,21
64,Finn_64,Manager,21
65,Alice_65,Manager,22
66,Bob_66,Manager,22
67,Carol_67,Manager,22
68,Dave_68,Manager,23
69,Eve_69,Manager,23
70,Frank_70,Manager,23
71,Grace_71,Manager,24
72,Hank_72,Manager,24
73,Iris_73,Manager,24
74,Jack_74,Manager,25
75,Karen_75,Manager,25
76,Leo_76,Manager,25
77,Maya_77,Manager,26
78,Nate_78,Manager,26
79,Olivia_79,Manager,26
80,Paul_80,Manager,27
81,Quinn_81,Manager,27
82,Rose_82,Manager,27
83,Sam_83,Manager,28
84,Tina_84,Manager,28
85,Uma_85,Manager,28
86,Victor_86,Manager,29
87,Wendy_87,Manager,29
88,Xander_88,Manager,29
89,Yara_89,Manager,30
90,Zack_90,Manager,30
91,Ava_91,Manager,30
92,Ben_92,Manager,31
93,Chloe_93,Manager,31
94,Dylan_94,Manager,31
95,Ella_95,Manager,32
96,Finn_96,Manager,32
97,Alice_97,Manager,32
98,Bob_98,Manager,33
99,Carol_99,Manager,33
100,Dave_100,Manager,33
101,Eve_101,Manager,34
102,Frank_102,Manager,34
103,Grace_103,Manager,34
104,Hank_104,Manager,35
105,Iris_105,Manager,35
106,Jack_106,Manager,35
107,Karen_107,Manager,36
108,Leo_108,Manager,36
109,Maya_109,Manager,36
110,Nate_110,Manager,37
111,Olivia_111,Manager,37
112,Paul_112,Manager,37
113,Quinn_113,Manager,38
114,Rose_114,Manager,38
115,Sam_115,Manager,38
116,Tina_116,Manager,39
117,Uma_117,Manager,39
118,Victor_118,Manager,39
119,Wendy_119,Manager,40
120,Xander_120,Manager,40
121,Yara_121,Manager,40
122,Zack_122,Senior Staff,41
123,Ava_123,Senior Staff,41
124,Ben_124,Senior Staff,41
125,Chloe_125,Senior Staff,42
126,Dylan_126,Senior Staff,42
127,Ella_127,Senior Staff,42
128,Finn_128,Senior Staff,43
129,Alice_129,Senior Staff,43
130,Bob_130,Senior Staff,43
131,Carol_131,Senior Staff,44
132,Dave_132,Senior Staff,44
133,Eve_133,Senior Staff,44
134,Frank_134,Senior Staff,45
135,Grace_135,Senior Staff,45
136,Hank_136,Senior Staff,45
137,Iris_137,Senior Staff,46
138,Jack_138,Senior Staff,46
139,Karen_139,Senior Staff,46
140,Leo_140,Senior Staff,47
141,Maya_141,Senior Staff,47
142,Nate_142,Senior Staff,47
143,Olivia_143,Senior Staff,48
144,Paul_144,Senior Staff,48
145,Quinn_145,Senior Staff,48
146,Rose_146,Senior Staff,49
147,Sam_147,Senior Staff,49
148,Tina_148,Senior Staff,49
149,Uma_149,Senior Staff,50
150,Victor_150,Senior Staff,50
151,Wendy_151,Senior Staff,50
152,Xander_152,Senior Staff,51
153,Yara_153,Senior Staff,51
154,Zack_154,Senior Staff,51
155,Ava_155,Senior Staff,52
156,Ben_156,Senior Staff,52
157,Chloe_157,Senior Staff,52
158,Dylan_158,Senior Staff,53
159,Ella_159,Senior Staff,53
160,Finn_160,Senior Staff,53
161,Alice_161,Senior Staff,54
162,Bob_162,Senior Staff,54
163,Carol_163,Senior Staff,54
164,Dave_164,Senior Staff,55
165,Eve_165,Senior Staff,55
166,Frank_166,Senior Staff,55
167,Grace_167,Senior Staff,56
168,Hank_168,Senior Staff,56
169,Iris_169,Senior Staff,56
170,Jack_170,Senior Staff,57
171,Karen_171,Senior Staff,57
172,Leo_172,Senior Staff,57
173,Maya_173,Senior Staff,58
174,Nate_174,Senior Staff,58
175,Olivia_175,Senior Staff,58
176,Paul_176,Senior Staff,59
177,Quinn_177,Senior Staff,59
178,Rose_178,Senior Staff,59
179,Sam_179,Senior Staff,60
180,Tina_180,Senior Staff,60
181,Uma_181,Senior Staff,60
182,Victor_182,Senior Staff,61
183,Wendy_183,Senior Staff,61
184,Xander_184,Senior Staff,61
185,Yara_185,Senior Staff,62
186,Zack_186,Senior Staff,62
187,Ava_187,Senior Staff,62
188,Ben_188,Senior Staff,63
189,Chloe_189,Senior Staff,63
190,Dylan_190,Senior Staff,63
191,Ella_191,Senior Staff,64
192,Finn_192,Senior Staff,64
193,Alice_193,Senior Staff,64
194,Bob_194,Senior Staff,65
195,Carol_195,Senior Staff,65
196,Dave_196,Senior Staff,65
197,Eve_197,Senior Staff,66
198,Frank_198,Senior Staff,66
199,Grace_199,Senior Staff,66
200,Hank_200,Senior Staff,67
201,Iris_201,Senior Staff,67
202,Jack_202,Senior Staff,67
203,Karen_203,Senior Staff,68
204,Leo_204,Senior Staff,68
205,Maya_205,Senior Staff,68
206,Nate_206,Senior Staff,69
207,Olivia_207,Senior Staff,69
208,Paul_208,Senior Staff,69
209,Quinn_209,Senior Staff,70
210,Rose_210,Senior Staff,70
211,Sam_211,Senior Staff,70
212,Tina_212,Senior Staff,71
213,Uma_213,Senior Staff,71
214,Victor_214,Senior Staff,71
215,Wendy_215,Senior Staff,72
216,Xander_216,Senior Staff,72
217,Yara_217,Senior Staff,72
218,Zack_218,Senior Staff,73
219,Ava_219,Senior Staff,73
220,Ben_220,Senior Staff,73
221,Chloe_221,Senior Staff,74
222,Dylan_222,Senior Staff,74
223,Ella_223,Senior Staff,74
224,Finn_224,Senior Staff,75
225,Alice_225,Senior Staff,75
226,Bob_226,Senior Staff,75
227,Carol_227,Senior Staff,76
228,Dave_228,Senior Staff,76
229,Eve_229,Senior Staff,76
230,Frank_230,Senior Staff,77
231,Grace_231,Senior Staff,77
232,Hank_232,Senior Staff,77
233,Iris_233,Senior Staff,78
234,Jack_234,Senior Staff,78
235,Karen_235,Senior Staff,78
236,Leo_236,Senior Staff,79
237,Maya_237,Senior Staff,79
238,Nate_238,Senior Staff,79
239,Olivia_239,Senior Staff,80
240,Paul_240,Senior Staff,80
241,Quinn_241,Senior Staff,80
242,Rose_242,Senior Staff,81
243,Sam_243,Senior Staff,81
244,Tina_244,Senior Staff,81
245,Uma_245,Senior Staff,82
246,Victor_246,Senior Staff,82
247,Wendy_247,Senior Staff,82
248,Xander_248,Senior Staff,83
249,Yara_249,Senior Staff,83
250,Zack_250,Senior Staff,83
251,Ava_251,Senior Staff,84
252,Ben_252,Senior Staff,84
253,Chloe_253,Senior Staff,84
254,Dylan_254,Senior Staff,85
255,Ella_255,Senior Staff,85
256,Finn_256,Senior Staff,85
257,Alice_257,Senior Staff,86
258,Bob_258,Senior Staff,86
259,Carol_259,Senior Staff,86
260,Dave_260,Senior Staff,87
261,Eve_261,Senior Staff,87
262,Frank_262,Senior Staff,87
263,Grace_263,Senior Staff,88
264,Hank_264,Senior Staff,88
265,Iris_265,Senior Staff,88
266,Jack_266,Senior Staff,89
267,Karen_267,Senior Staff,89
268,Leo_268,Senior Staff,89
269,Maya_269,Senior Staff,90
270,Nate_270,Senior Staff,90
271,Olivia_271,Senior Staff,90
272,Paul_272,Senior Staff,91
273,Quinn_273,Senior Staff,91
274,Rose_274,Senior Staff,91
275,Sam_275,Senior Staff,92
276,Tina_276,Senior Staff,92
277,Uma_277,Senior Staff,92
278,Victor_278,Senior Staff,93
279,Wendy_279,Senior Staff,93
280,Xander_280,Senior Staff,93
281,Yara_281,Senior Staff,94
282,Zack_282,Senior Staff,94
283,Ava_283,Senior Staff,94
284,Ben_284,Senior Staff,95
285,Chloe_285,Senior Staff,95
286,Dylan_286,Senior Staff,95
287,Ella_287,Senior Staff,96
288,Finn_288,Senior Staff,96
289,Alice_289,Senior Staff,96
290,Bob_290,Senior Staff,97
291,Carol_291,Senior Staff,97
292,Dave_292,Senior Staff,97
293,Eve_293,Senior Staff,98
294,Frank_294,Senior Staff,98
295,Grace_295,Senior Staff,98
296,Hank_296,Senior Staff,99
297,Iris_297,Senior Staff,99
298,Jack_298,Senior Staff,99
299,Karen_299,Senior Staff,100
300,Leo_300,Senior Staff,100
301,Maya_301,Senior Staff,100
302,Nate_302,Senior Staff,101
303,Olivia_303,Senior Staff,101
304,Paul_304,Senior Staff,101
305,Quinn_305,Senior Staff,102
306,Rose_306,Senior Staff,102
307,Sam_307,Senior Staff,102
308,Tina_308,Senior Staff,103
309,Uma_309,Senior Staff,103
310,Victor_310,Senior Staff,103
311,Wendy_311,Senior Staff,104
312,Xander_312,Senior Staff,104
313,Yara_313,Senior Staff,104
314,Zack_314,Senior Staff,105
315,Ava_315,Senior Staff,105
316,Ben_316,Senior Staff,105
317,Chloe_317,Senior Staff,106
318,Dylan_318,Senior Staff,106
319,Ella_319,Senior Staff,106
320,Finn_320,Senior Staff,107
321,Alice_321,Senior Staff,107
322,Bob_322,Senior Staff,107
323,Carol_323,Senior Staff,108
324,Dave_324,Senior Staff,108
325,Eve_325,Senior Staff,108
326,Frank_326,Senior Staff,109
327,Grace_327,Senior Staff,109
328,Hank_328,Senior Staff,109
329,Iris_329,Senior Staff,110
330,Jack_330,Senior Staff,110
331,Karen_331,Senior Staff,110
332,Leo_332,Senior Staff,111
333,Maya_333,Senior Staff,111
334,Nate_334,Senior Staff,111
335,Olivia_335,Senior Staff,112
336,Paul_336,Senior Staff,112
337,Quinn_337,Senior Staff,112
338,Rose_338,Senior Staff,113
339,Sam_339,Senior Staff,113
340,Tina_340,Senior Staff,113
341,Uma_341,Senior Staff,114
342,Victor_342,Senior Staff,114
343,Wendy_343,Senior Staff,114
344,Xander_344,Senior Staff,115
345,Yara_345,Senior Staff,115
346,Zack_346,Senior Staff,115
347,Ava_347,Senior Staff,116
348,Ben_348,Senior Staff,116
349,Chloe_349,Senior Staff,116
350,Dylan_350,Senior Staff,117
351,Ella_351,Senior Staff,117
352,Finn_352,Senior Staff,117
353,Alice_353,Senior Staff,118
354,Bob_354,Senior Staff,118
355,Carol_355,Senior Staff,118
356,Dave_356,Senior Staff,119
357,Eve_357,Senior Staff,119
358,Frank_358,Senior Staff,119
359,Grace_359,Senior Staff,120
360,Hank_360,Senior Staff,120
361,Iris_361,Senior Staff,120
362,Jack_362,Senior Staff,121
363,Karen_363,Senior Staff,121
364,Leo_364,Senior Staff,121
365,Maya_365,Staff,122
366,Nate_366,Staff,122
367,Olivia_367,Staff,122
368,Paul_368,Staff,123
369,Quinn_369,Staff,123
370,Rose_370,Staff,123
371,Sam_371,Staff,124
372,Tina_372,Staff,124
373,Uma_373,Staff,124
374,Victor_374,Staff,125
375,Wendy_375,Staff,125
376,Xander_376,Staff,125
377,Yara_377,Staff,126
378,Zack_378,Staff,126
379,Ava_379,Staff,126
380,Ben_380,Staff,127
381,Chloe_381,Staff,127
382,Dylan_382,Staff,127
383,Ella_383,Staff,128
384,Finn_384,Staff,128
385,Alice_385,Staff,128
386,Bob_386,Staff,129
387,Carol_387,Staff,129
388,Dave_388,Staff,129
389,Eve_389,Staff,130
390,Frank_390,Staff,130
391,Grace_391,Staff,130
392,Hank_392,Staff,131
393,Iris_393,Staff,131
394,Jack_394,Staff,131
395,Karen_395,Staff,132
396,Leo_396,Staff,132
397,Maya_397,Staff,132
398,Nate_398,Staff,133
399,Olivia_399,Staff,133
400,Paul_400,Staff,133
401,Quinn_401,Staff,134
402,Rose_402,Staff,134
403,Sam_403,Staff,134
404,Tina_404,Staff,135
405,Uma_405,Staff,135
406,Victor_406,Staff,135
407,Wendy_407,Staff,136
408,Xander_408,Staff,136
409,Yara_409,Staff,136
410,Zack_410,Staff,137
411,Ava_411,Staff,137
412,Ben_412,Staff,137
413,Chloe_413,Staff,138
414,Dylan_414,Staff,138
415,Ella_415,Staff,138
416,Finn_416,Staff,139
417,Alice_417,Staff,139
418,Bob_418,Staff,139
419,Carol_419,Staff,140
420,Dave_420,Staff,140
421,Eve_421,Staff,140
422,Frank_422,Staff,141
423,Grace_423,Staff,141
424,Hank_424,Staff,141
425,Iris_425,Staff,142
426,Jack_426,Staff,142
427,Karen_427,Staff,142
428,Leo_428,Staff,143
429,Maya_429,Staff,143
430,Nate_430,Staff,143
431,Olivia_431,Staff,144
432,Paul_432,Staff,144
433,Quinn_433,Staff,144
434,Rose_434,Staff,145
435,Sam_435,Staff,145
436,Tina_436,Staff,145
437,Uma_437,Staff,146
438,Victor_438,Staff,146
439,Wendy_439,Staff,146
440,Xander_440,Staff,147
441,Yara_441,Staff,147
442,Zack_442,Staff,147
443,Ava_443,Staff,148
444,Ben_444,Staff,148
445,Chloe_445,Staff,148
446,Dylan_446,Staff,149
447,Ella_447,Staff,149
448,Finn_448,Staff,149
449,Alice_449,Staff,150
450,Bob_450,Staff,150
451,Carol_451,Staff,150
452,Dave_452,Staff,151
453,Eve_453,Staff,151
454,Frank_454,Staff,151
455,Grace_455,Staff,152
456,Hank_456,Staff,152
457,Iris_457,Staff,152
458,Jack_458,Staff,153
459,Karen_459,Staff,153
460,Leo_460,Staff,153
461,Maya_461,Staff,154
462,Nate_462,Staff,154
463,Olivia_463,Staff,154
464,Paul_464,Staff,155
465,Quinn_465,Staff,155
466,Rose_466,Staff,155
467,Sam_467,Staff,156
468,Tina_468,Staff,156
469,Uma_469,Staff,156
470,Victor_470,Staff,157
471,Wendy_471,Staff,157
472,Xander_472,Staff,157
473,Yara_473,Staff,158
474,Zack_474,Staff,158
475,Ava_475,Staff,158
476,Ben_476,Staff,159
477,Chloe_477,Staff,159
478,Dylan_478,Staff,159
479,Ella_479,Staff,160
480,Finn_480,Staff,160
481,Alice_481,Staff,160
482,Bob_482,Staff,161
483,Carol_483,Staff,161
484,Dave_484,Staff,161
485,Eve_485,Staff,162
486,Frank_486,Staff,162
487,Grace_487,Staff,162
488,Hank_488,Staff,163
489,Iris_489,Staff,163
490,Jack_490,Staff,163
491,Karen_491,Staff,164
492,Leo_492,Staff,164
493,Maya_493,Staff,164
494,Nate_494,Staff,165
495,Olivia_495,Staff,165
496,Paul_496,Staff,165
497,Quinn_497,Staff,166
498,Rose_498,Staff,166
499,Sam_499,Staff,166
500,Tina_500,Staff,167
501,Uma_501,Staff,167
502,Victor_502,Staff,167
503,Wendy_503,Staff,168
504,Xander_504,Staff,168
505,Yara_505,Staff,168
506,Zack_506,Staff,169
507,Ava_507,Staff,169
508,Ben_508,Staff,169
509,Chloe_509,Staff,170
510,Dylan_510,Staff,170
511,Ella_511,Staff,170
512,Finn_512,Staff,171
513,Alice_513,Staff,171
514,Bob_514,Staff,171
515,Carol_515,Staff,172
516,Dave_516,Staff,172
517,Eve_517,Staff,172
518,Frank_518,Staff,173
519,Grace_519,Staff,173
520,Hank_520,Staff,173
521,Iris_521,Staff,174
522,Jack_522,Staff,174
523,Karen_523,Staff,174
524,Leo_524,Staff,175
525,Maya_525,Staff,175
526,Nate_526,Staff,175
527,Olivia_527,Staff,176
528,Paul_528,Staff,176
529,Quinn_529,Staff,176
530,Rose_530,Staff,177
531,Sam_531,Staff,177
532,Tina_532,Staff,177
533,Uma_533,Staff,178
534,Victor_534,Staff,178
535,Wendy_535,Staff,178
536,Xander_536,Staff,179
537,Yara_537,Staff,179
538,Zack_538,Staff,179
539,Ava_539,Staff,180
540,Ben_540,Staff,180
541,Chloe_541,Staff,180
542,Dylan_542,Staff,181
543,Ella_543,Staff,181
544,Finn_544,Staff,181
545,Alice_545,Staff,182
546,Bob_546,Staff,182
547,Carol_547,Staff,182
548,Dave_548,Staff,183
549,Eve_549,Staff,183
550,Frank_550,Staff,183
551,Grace_551,Staff,184
552,Hank_552,Staff,184
553,Iris_553,Staff,184
554,Jack_554,Staff,185
555,Karen_555,Staff,185
556,Leo_556,Staff,185
557,Maya_557,Staff,186
558,Nate_558,Staff,186
559,Olivia_559,Staff,186
560,Paul_560,Staff,187
561,Quinn_561,Staff,187
562,Rose_562,Staff,187
563,Sam_563,Staff,188
564,Tina_564,Staff,188
565,Uma_565,Staff,188
566,Victor_566,Staff,189
567,Wendy_567,Staff,189
568,Xander_568,Staff,189
569,Yara_569,Staff,190
570,Zack_570,Staff,190
571,Ava_571,Staff,190
572,Ben_572,Staff,191
573,Chloe_573,Staff,191
574,Dylan_574,Staff,191
575,Ella_575,Staff,192
576,Finn_576,Staff,192
577,Alice_577,Staff,192
578,Bob_578,Staff,193
579,Carol_579,Staff,193
580,Dave_580,Staff,193
581,Eve_581,Staff,194
582,Frank_582,Staff,194
583,Grace_583,Staff,194
584,Hank_584,Staff,195
585,Iris_585,Staff,195
586,Jack_586,Staff,195
587,Karen_587,Staff,196
588,Leo_588,Staff,196
589,Maya_589,Staff,196
590,Nate_590,Staff,197
591,Olivia_591,Staff,197
592,Paul_592,Staff,197
